StationID,BenSampID,Collection Date,Collection DateTime,RepNum,Acentrella,Acerpenna,Acroneuria,Agnetina,Allocapnia,Amphinemura,Anchytarsus,Ancylidae,Ancyronyx variegatus,Antocha,Argia,Asellidae,Atherix,Baetidae,Baetis,Baetisca,Bezzia,Boyeria,Brachycentrus,Caenis,Cambaridae,Capniidae,Ceratopsyche,Cheumatopsyche,Chimarra,Chironomidae,Cinygmula,Corbicula,Corydalus,Crangonyctidae,Dicranota,Diplectrona,Dolophilodes,Drunella,Dubiraphia,Eccoptura xanthenes,Ectopria,Elmidae,Epeorus,Ephemerella,Ephemerellidae,Ephemeroptera,Eurylophella,Glossosoma,Gomphidae,Haploperla,Helichus,Hemerodromia,Heptageniidae,Heterocloeon,Hexatoma,Hydracarina,Hydropsyche,Hydropsyche/Ceratopsyche,Hydropsychidae,Hydroptila,Isonychia,Isoperla,Lepidostoma,Leptophlebiidae,Leucrocuta,Leuctra,Leuctridae,Lumbriculidae,Maccaffertium,Macronychus glabratus,Microcylloepus,Naididae,Neophylax,Nigronia,Oecetis,Oligochaeta,Optioservus,Oulimnius,Paragnetina,Paraleptophlebia,Perlesta,Perlidae,Perlodidae,Physidae,Pisidiidae,Planorbidae,Plauditus,Plecoptera,Pleuroceridae,Polycentropus,Probezzia,Promoresia,Prosimulium,Psephenus,Pteronarcys,Rhithrogena,Rhyacophila,Serratella,Simuliidae,Simulium,Stenacron,Stenelmis,Sweltsa,Taeniopteryx,Tallaperla,Teloganopsis deficiens,Tipula,Trichoptera,Tricladida
4AXNA001.18,XNA1243,6/2/2010,2010-06-02T10:00:00Z,1,,,,4,,,,,,2,,,,,12,,,,,,,,,83,10,26,,,,,,,,,,,,,1,,,,,4,2,,,,,,,1,21,,2,,10,,,,,,1,,6,,,,,2,,1,3,2,,,,,,,,,,4,,,,,,,,,,,,4,1,1,,,,,1,,
9-RDC049.82,RDC1076,6/3/2010,2010-06-03T13:53:00Z,1,,15,,2,,,,,,,,,,3,19,,,,,,,,8,1,,36,2,,,,5,,,,,,,1,,2,,,,,1,1,,,2,,,,,,11,,,2,,1,,37,,,2,,,,,,,,3,2,,5,,,,,,,10,,,,,,,2,,,,,,38,,2,,,3,,,,
2-CAT028.98,CAT1641,9/1/2010,2010-09-01T11:00:00Z,1,,,,,,,,1,,1,,,,6,,,,,,20,,,,,1,39,,10,1,,,,,,2,,2,,,,,,1,,,,,1,,,,,6,,1,,2,,,,,,,,24,,3,,,3,,2,10,,,,,2,,,1,,,,5,,,2,,9,,,2,,,,,41,,,,,,,
8-RDB003.36,RDB1336,9/2/2010,2010-09-02T11:00:00Z,1,,,,,,,,7,3,,3,,,,,,,,,8,1,,,,,30,,,,,,,,,47,,,1,,,,,,,,,,,,,,12,,,,3,,,,,,,,1,3,1,,,,1,2,,,,,,,,,9,10,19,,,,,,,,,,,,,,,6,,,,,,,,2
4AIVV002.00,IVV1654,9/8/2010,2010-09-08T12:00:00Z,1,,,5,3,,,,,,,,,,1,1,,,,,,,,,31,,18,,,,,4,1,5,1,,,,,1,,,,1,,1,,,1,2,1,3,,2,,,,2,,,5,,2,,1,1,,,,,5,,1,61,5,,,,10,,,,,,,1,,,,,10,1,,3,,,9,,,,,,,,,
4ACNT003.84,CNT1475,9/9/2010,2010-09-09T10:45:00Z,1,1,,,2,,,,,5,,,,1,,2,,,,4,1,1,,,44,11,14,,5,5,,,,,,1,,,,4,,,,,,1,,,,3,,,1,5,,4,,21,,,,,,,6,11,17,,,,,,1,10,,,,,,,,,,1,,6,,,,,1,,,,,,13,1,,,,,,1,,
2-JKS076.16,JKS1344,9/14/2010,2010-09-14T10:00:00Z,1,2,,,,,,,,,,,,2,4,5,,,,,10,,,,13,7,15,,,,,,,,,,,,3,,,4,,,,,,,,4,,,,,16,4,,16,,,,4,,,1,11,,,,,,,,19,,,,,,,,,,,,8,,,,,4,,,4,14,,1,,12,,,,,,,
4ARNF015.22,RNF1673,9/15/2010,2010-09-15T09:00:00Z,1,,,,,,,,1,,,,,1,1,7,,,,,2,,,,2,,4,,1,,,,,,,,,,21,,,2,,,,,,,,12,,,,5,,2,,8,,,,1,1,,,22,,,,,,,6,20,,,,,,,,,,,,4,,,2,,15,,,,,,6,,53,,,,,,,2
2-CRG074.32,CRG1522,9/16/2010,2010-09-16T10:15:00Z,1,,3,1,,,,,3,,,1,,,2,,,,1,,,1,,,18,12,13,,,,,,,,,5,,,1,,,5,,,,5,1,,,4,,1,1,,,1,,1,,,58,,,,,3,,,,,5,,,,,,42,,4,,,,,,,,,,,,6,,,,,,,3,1,,,,,,1,
4AWLF001.20,WLF1526,9/20/2010,2010-09-20T11:30:00Z,1,2,,,,,,,7,,6,,,,1,1,,,,,,,,,38,,15,,,,,,,,,,,,1,,,,,,,,,,,7,2,,1,27,,4,,34,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,,,,,,,
1BSTH005.36,STH1341,9/21/2010,2010-09-21T09:00:00Z,1,,,,5,,,,,,,1,,,1,4,,,,,,,,6,27,33,2,,,,,,,,,,,,2,,,,,,,,,,,7,,,,1,,7,,9,,,,1,,,3,32,,,,,,,,14,,,,,,,,,,,,4,,,,,3,,,,3,,,,19,,,,,,,
4ASRE032.38,SRE1674,9/22/2010,2010-09-22T12:30:00Z,1,1,,,,,,,,,2,,5,,12,,,1,,,,3,,,,,62,,,,,,,,,3,,,2,,,,,,,1,,,,,2,,4,,,,,,1,,,,,,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,
4ASRE032.38,SRE1519,9/22/2010,2010-09-22T12:30:00Z,1,,,1,,2,,,,,7,,,,12,15,,,,,,1,,,3,,11,,,,,,,,,,,,10,,,3,,1,,,,,,5,,,7,3,,2,,,1,,,,1,,,16,,,,,1,,5,18,4,,,,,,,,,28,,1,,,1,,1,,,,,,35,,1,,,,,,,
2-PMC000.59,PMC1651,9/23/2010,2010-09-23T12:15:00Z,1,,,,,,,,,,,,,,4,,,,,,,1,,,42,1,10,,,,,2,,7,,,,,,,,7,,1,,1,,1,,6,,1,,,,1,,16,,,3,,9,,,20,,,1,,,,,3,2,,,,,,,,,,,,,,,,27,1,,2,,,,,,,,9,,6,,
9-SNC008.04,SNC1524,9/29/2010,2010-09-29T11:00:00Z,1,1,,,,,,,,,,,,2,2,,,,,,,1,8,,23,,13,,,,,,,6,,,,,1,,,2,,1,,,,,,5,4,5,,8,,3,,6,,,24,4,,,,10,,,,,2,,,,,,32,,1,,,,,,2,,,,,,4,,4,,4,,,1,,7,,,,1,,
2-POL010.11,POL1413,9/29/2010,2010-09-29T12:25:00Z,1,,,1,1,,,,5,,,,,1,1,1,,,,,,,,2,17,37,49,,3,1,,,,,,,,,1,,,,,,,1,,,4,1,,,5,3,,7,1,15,,,,1,,,,13,,8,,,,,,6,,,,,,,1,,,,,3,,,1,,1,,,,8,,,,22,,,,,,,
4AXNA001.18,XNA1675,10/4/2010,2010-10-04T13:20:00Z,1,,,1,,,,,2,,,,,,,5,,,,,,,1,,40,30,18,,,,,,,,,,,,4,2,,6,,,1,2,,,,5,,,1,7,,9,,9,,,,,,,1,29,,,9,,2,,5,3,2,,,,1,,,,,,,,,,,,4,,,,,,3,,,,,,,1,,
9-ISL003.05,ISL1464,10/12/2010,2010-10-12T11:10:00Z,1,2,,1,,,,,1,,1,,,,3,6,,1,,,,,,1,16,,23,,,,,,1,4,,,,,7,,,29,,,,,,,1,12,,,1,1,,15,,1,,,12,,,,,8,,,7,3,,,,1,5,,10,,,1,,,,,6,,,,,,1,,,,,,7,,,,13,,,1,,
9-LRV065.57,LRV1639,10/12/2010,2010-10-12T10:30:00Z,1,4,,1,,,,,3,,,,,,,,,,,,,,2,,34,1,1,,12,1,,,,,,,,,11,,,3,,,,1,,,2,4,1,,1,8,,,,,,,,,,,,8,,,,,,,2,49,10,,5,,,1,,,,,,5,,,,,15,,,,,,4,,,,7,,,,,
6CSFH099.18,SFH1458,10/18/2010,2010-10-18T10:00:00Z,1,3,,,,,,,,,,,,2,,5,,,,,,,1,7,9,24,7,,,,,,,,,,,,5,7,,9,,,,,,,,25,,,1,4,,6,,12,,,15,,,,,11,,,1,,,,1,15,2,,8,,1,,,,,,,3,,,,,1,,,1,,,4,7,1,,,,,,,
2-BUF026.43,BUF1416,10/18/2010,2010-10-18T10:45:00Z,1,,,,,,,,6,,,2,,,1,1,,,,,3,,,11,36,6,36,,,1,,,,,,2,,,7,,,,,,1,1,,,,,,,13,1,,8,,12,,,,,,,,9,1,,,,,,14,18,1,,,,,,,,,1,,,,,,,5,,,,,,1,,,,4,,,,,
1BBRY005.09,BRY1332,10/19/2010,2010-10-19T11:00:00Z,1,24,,1,,,,,,,,,,,,,,,,,,,15,,8,,69,,,,,,,,,,,,,,,4,,,,,2,,,1,,1,2,,2,2,,1,,12,4,,,,,,,,,,,,,,,,4,,1,,,,,,,,,,,,1,,,2,1,,3,,,,20,,,1,,
4AWNN000.10,WNN1319,10/20/2010,2010-10-20T10:45:00Z,1,,,,,,,,,,,,,,,1,,,1,,2,,,,2,2,54,,,,,,,,,1,,,,,,,,1,,,,,1,13,,,,,,,,,,,10,,,5,,41,3,,,,,,2,,,,16,,,,,,,,2,,,,,,,,,,,,6,1,,,4,,,3,,
4ASDE002.65,SDE1321,10/21/2010,2010-10-21T11:00:00Z,1,,,,,,,,,,,1,,,,1,,,,,,,,,2,,67,,,,,,,,,4,,,1,,,,,21,,,,1,1,1,,,,2,,,,,,,10,,2,,,3,,,,,,,2,,,,13,,,,,,2,,,,,1,,,,,,,,,1,,,,44,,,2,,
4ACEC001.24,CEC1653,10/26/2010,2010-10-26T11:00:00Z,1,2,,2,,,,,,,,,,,,,,,,,,1,8,,47,5,8,,,,,1,2,,,,,4,,7,,2,,,,5,,,,9,,,,,,1,,1,,,,,,,,19,,,,,3,,1,28,,,2,,3,,,,,,,4,2,,,,1,,,5,,,2,,,,23,,,1,,
2-POL019.63,POL1313,10/26/2010,2010-10-26T10:30:00Z,1,4,,4,,,,,1,,,,,1,,3,,,,,,,,3,35,10,23,,,1,,,,3,,1,,,,8,,4,,1,,2,,,1,2,,,2,,,1,,21,,,1,6,,,,15,,,,1,,,5,7,,1,2,,,,,,,1,,,,,1,,1,,,2,,,10,,,1,22,,,,,
6ASAT003.60,SAT1454,10/26/2010,2010-10-26T11:20:00Z,1,,,,,,,,,,1,5,,,,,,,,,,,,5,23,,48,,1,1,,,,,,,,,54,,,,,,,,,,1,,,,,5,,,,,,,,,,,,2,,,,,,,1,22,1,,,,,,1,,,,,,,,,,7,,,,,,1,,3,,,,,,,
2-PTR008.43,PTR1640,10/28/2010,2010-10-28T14:45:00Z,1,1,,3,,,,,,,,,,,7,,,,,,,5,6,,18,,5,,,,,2,1,,,,7,,,,,,,,,1,,,,6,,,,,,,,1,,15,9,,,,,29,,,,,7,,2,,,,9,,8,,,,,,,,,,,,6,,,,,,,2,1,22,14,,,6,4,
2-RKI003.40,RKI1419,10/28/2010,2010-10-28T13:00:00Z,1,,,1,1,,,1,,,,2,,,,1,,,,,,,,,9,22,45,,2,,1,2,1,2,,,,,2,3,,,,,,,,,,7,,,,2,1,3,,7,,,,3,,,,47,,1,,3,,,1,1,4,,6,,,,,,,,,2,,,1,,1,,,,,,5,1,,1,,,,,,
6ADOT000.46,DOT1462,10/28/2010,2010-10-28T10:45:00Z,1,,,,,3,,,,,1,,,2,1,,,,1,,,,3,12,53,2,5,,,,,,,,,,,,16,,,,,,3,5,,,,,,,1,6,,25,,,,,,,,,,,,,,,,,1,30,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,23,,,,,
2BXAC000.38,XAC1302,10/28/2010,2010-10-28T10:10:00Z,1,,,,,71,,,,,,,,,,,,2,,,,1,7,,,,30,,,,3,,9,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,1,,,,,,,,1,,25,1,3,,,,,17,,,,1,,,,,,,,,,2,,,,,,,,,,21,,
6BMTN003.94,MTN1461,11/1/2010,2010-11-01T10:40:00Z,1,,,,,,,,,,,,3,1,,,,,,,,,,3,21,13,6,,,,,,,,,,,,4,4,,5,1,,3,2,,,,26,,,,3,,5,,20,,,,,,,,21,,,,,1,,,29,,1,,,2,,,,,,,5,1,,,,9,,,1,12,5,,1,3,,,,,,,
2-NOR003.59,NOR1249,11/2/2010,2010-11-02T14:00:00Z,1,,,,,16,,1,,,,,,,,,,,,,10,,8,,1,8,107,,5,,,,,,,2,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,5,,,,,,,13,1,,,,,,3,1,,1,1,,,,,,,,,,,,1,,,,,13,,,,,
2-NOR003.28,NOR1248,11/2/2010,2010-11-02T11:15:00Z,1,,,,,,,,2,1,1,,,,,3,,,,,1,1,2,,13,,123,,3,,1,,,,,,,,1,,,,,,,,,1,,,,,3,13,2,5,,,,,,,,,,,,,,,,,5,3,10,,,,,,1,,,,,,,,,,,,,,,,1,,,,2,,,,,
6CSFH082.78,SFH1456,11/3/2010,2010-11-03T11:35:00Z,1,1,,,,,,,1,,,,,1,1,1,,,,8,,,1,7,5,1,2,,,,,,,,,,,,12,1,,,4,,4,,,,,8,,,1,6,,12,,38,,,,,,,,15,,,,1,,,,28,,,,,,,,,,,,13,,,,,1,,,,,,,,,,,,,,,
2-JTH001.52,JTH1420,11/5/2010,2010-11-05T09:10:00Z,1,,,,,8,,,2,,,,,,,1,3,,,,,1,3,,39,6,38,,2,,,,,,,,,,1,,3,1,,,,1,,,,19,,1,,2,,,,1,,,,,,,,61,,,,,,,3,8,6,,,,,,,,,,,,,,,,,,,,2,,3,1,,,1,,,,,
4ASUT000.89,SUT1407,11/8/2010,2010-11-08T13:20:00Z,1,,,,,11,,,1,,,,,,,1,,,,,,,1,1,18,33,51,,,,,,,,,,,,,4,2,,,,,,,2,,1,,,,2,,,,4,,,,,,,,21,,,,,1,,6,1,1,,,,,,,,,2,,1,,,,,,,,,2,,7,10,1,,1,,,,,
9-SFK003.38,SFK1463,11/9/2010,2010-11-09T11:00:00Z,1,,22,,,,,,,,,,,,3,,,3,,,2,,,,3,,14,,1,,,,,,,,,,4,5,,,,7,,19,,,,8,,1,5,,,1,,,,2,10,,,,,13,,,,,2,,,,3,,18,,,1,,,,,7,,,,,,26,,,,,,,4,,9,,,,,1,
4AXVN001.55,XVN1322,11/9/2010,2010-11-09T10:30:00Z,1,,,,,,,1,1,,,,7,,,,1,,,,,,,,11,1,120,,,,,,,,,2,,,,,5,,,7,,2,,,,1,,,,,,2,,,,,9,,2,1,,1,,,,,,,2,,,,16,,,,,1,,,2,2,,1,,,,,,,,,6,,2,,,,,1,,
1AHOR005.48,HOR1325,11/9/2010,2010-11-09T13:10:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,
6BCRC002.17,CRC1459,11/10/2010,2010-11-10T11:10:00Z,1,,,2,,1,,,,,,,,,,,,,,,,,19,2,,,6,,,,,,17,7,,,,1,,19,,,,,,,,,,1,,4,,,,4,,,2,,13,,,,,5,,,,2,2,,,,15,,22,,,,,,,,,,,,,,,4,,3,,,,,,2,4,,,1,,
2-BNF003.52,BNF1306,11/16/2010,2010-11-16T10:25:00Z,1,,,2,,7,,,,,,,,,1,1,,,,,,,3,1,,,22,,1,,,,8,2,,,1,1,,38,,,,,,,,,,1,,,,,1,,,,,1,4,1,6,,,8,,,,,2,,16,,14,,28,,1,,,,,,,,,,,,7,2,,4,,,,,,9,,1,,,,
6CWLC000.79,WLC1465,11/16/2010,2010-11-16T14:00:00Z,1,,,5,,1,,,,,,,,2,1,,,,,1,,,,5,21,,14,,,,,,,,,1,,,,17,,,,1,,,,,,14,,1,,,1,2,,1,,,27,,1,,,23,,,,1,2,,,,2,,20,,,,,,,,,1,,,1,,5,1,,,,,,5,,,4,,,,,
6CSGT000.39,SGT1467,11/16/2010,2010-11-16T15:05:00Z,1,,,,1,,,,1,,,,,,,,,,,,,,2,4,10,,4,,1,,,,20,2,,,,,,79,,1,7,,,2,,,,10,,,,,,8,,,,3,,,1,,,6,,,1,4,2,,,3,12,1,3,,,1,,,,,2,,,,,,2,,1,3,,,,,,7,,3,,,2,
9-RDC049.82,RDC1460,11/17/2010,2010-11-17T10:20:00Z,1,,4,2,,,,,,,,,,,1,,,3,,,,,,,38,10,37,,,,,13,,,,,,,3,,,,,,,2,,,,6,,,,,,,,,,1,,,2,,,25,,,,3,2,,,2,,,6,,,,,,,,4,,,,,,,,,,,,,1,,4,3,,,1,,
2-STW004.84,STW1510,3/2/2011,2011-03-02T11:40:00Z,1,,,,,3,1,1,,,,,,,,,,,,,,,,,15,1,38,,2,,,,,,,1,,,4,,12,8,,2,,,,,,1,,,3,1,,,,11,,,,,,,,23,,,,1,,,12,22,1,,,,,1,,,,,,,,,,29,,,,,1,,,,,,,,,,,
2-FSP000.53,FSP1789,3/3/2011,2011-03-03T14:40:00Z,1,,,2,,,,,,,,,,,4,7,,,,,,,,,11,3,34,,3,,,,,,2,,,,7,3,2,9,,,,,,,,,,,3,,,,,3,,,1,3,,,,13,,,,2,2,,6,37,11,,1,,,,,,,,,1,,,,16,7,,,,,,2,1,,,,,,,,
1APOH008.54,POH1727,3/3/2011,2011-03-03T11:30:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,7,,35,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
1BBCK000.78,BCK1689,3/17/2011,2011-03-17T14:10:00Z,1,,,,,,,,,,,2,,,,,,,,,7,,,,3,2,28,1,,,,,,,9,,,,,1,103,12,,1,,1,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,5,,,,1,,,,,,,,,,,,
2-XSN000.08,XSN1768,3/18/2011,2011-03-18T12:20:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1APIM001.89,PIM1706,3/21/2011,2011-03-21T11:30:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
1BCUB000.40,CUB1693,3/22/2011,2011-03-22T13:00:00Z,1,2,,1,,,17,,,2,,,,,,2,,,,,,,,,17,5,23,,,,,,,1,,,,,,10,9,2,,3,,,,,,4,,,,,1,2,,,,,,,,,,7,,,1,1,,,,1,5,,,,2,,,,,,,14,1,,,37,10,1,,,7,,,,,,,,,,,
1ALIM001.16,LIM1704,3/22/2011,2011-03-22T13:00:00Z,1,,,,,2,,,,,,,,,,,,,,,,,,,3,21,29,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,8,,,1,5,,,,,,,,,,,,,,,,,,,,,55,,,,,,,2,,,,,,3,,
1ACLK002.40,CLK1701,3/22/2011,2011-03-22T11:30:00Z,1,,,,,,,,,,1,,,,,,,,,,1,,2,,20,39,17,,2,1,,,,,,,,,,,,,,,,,,,1,,,6,,14,,,1,,,,,,,,,7,,,1,5,,,,6,,,,,,,,,,,,,,,,1,11,,,,,,1,1,40,,,,,2,,
4AHLL000.45,HLL,3/23/2011,2011-03-23T11:15:00Z,1,,,,,,31,,,,,,,,1,,,,,,,,,,,1,80,,,,,,,,,,,,1,,3,,,,,,,,,2,,,,,,,1,,1,,,,,,,1,,,,9,,,,,,,,,,,,1,,,1,,,,,49,,,,,,,,,,,,,,1,,
1AWOL001.26,WOL1729,3/24/2011,2011-03-24T13:30:00Z,1,,,,,,3,,,,,,,,,,,,,,,,,,1,1,10,,,,,,2,,,,,,,,,3,,,,,,,,,42,,,,,,,,,,,,,,,,,,,12,3,,,,,,,,,,,,2,,,,,,,36,,,,1,,,1,1,3,,1,,,2,,
4ASCE007.71,SCE2162,3/24/2011,2011-03-24T11:10:00Z,1,,,,,,4,4,,,1,,,,,,,,,,,1,,,16,1,37,,1,,,1,,,,,,,,2,23,2,,,,,,,3,3,,,,1,,7,,,,,,,,,,7,,,,,,,18,14,,,,,,1,,,,,,7,,,,,3,,,,5,,24,,,,,,,,,
2BXAD000.07,XAD1511,3/28/2011,2011-03-28T11:55:00Z,1,,,,,,12,1,1,,,,,,,,,1,,,,,,,2,,93,,1,,,1,,,,,2,1,5,,17,6,,,,2,,,1,5,,4,3,,,,,,3,,1,5,,1,,7,,,,5,1,,3,,5,,,,,,,,,,,,,,,3,2,,,2,,1,7,,2,1,,,,,,
1BLEW006.95,LEW1708,3/28/2011,2011-03-28T15:20:00Z,1,,,,,,,,,,4,,,,,,,,,,,,,,18,,77,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,3,,,,,,,,,,1,,,,104,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,
2-BUF026.43,BUF1681,3/29/2011,2011-03-29T12:05:00Z,1,1,,1,,,,,,,1,,,,,,,,,,,,,1,5,,21,1,,,,,,,2,,,,3,1,105,20,,,,,,,,,,,,,,1,,3,2,,,,,,,3,,,,,,,9,3,,,,,,,,,,,,,,,,7,,,,,,,2,,8,,,,,,,
3-BFL002.90,BFL1730,3/29/2011,2011-03-29T13:15:00Z,1,,,1,,,,,,,1,,,,,,,,,,,,,,14,,22,,5,5,,,1,,,4,,,,,,,,,,,,,1,1,,1,1,13,,,3,,,,,,,,,24,3,,,,,,,1,,,,,,,,,,,,,,,,41,1,,,,10,,9,,20,,,,,,,
3-GRA002.01,GRA1743,3/29/2011,2011-03-29T14:45:00Z,1,,,,,,,,,,,,,,,,,,2,,,,,,12,6,65,,1,7,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,4,20,,,,,,,7,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,,,1,,,,,3,,,,,,,
2-CNM001.75,CNM1748,3/30/2011,2011-03-30T11:25:00Z,1,,,,,,14,,,,,,,,,,,,,,,,,,3,1,11,,1,,,,,,,,,,1,,,2,,,,,,,,,,1,,,,,,,6,,,,,,,,,,,,,,,31,11,,,,3,,1,,1,,,,,,,,,,,,33,,85,,1,,,,,,,1
8-XJE000.48,XJE1804,4/4/2011,2011-04-04T11:45:00Z,1,,1,,,,11,,,,,,1,,,,,,,,,2,,,,,31,,,,,,,,,,,,,,12,,,,,,,1,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,7,,4,,,,,,,,,,,,,,3,,1,,,,,1,,
4AGEO006.26,GEO2167,4/11/2011,2011-04-11T10:45:00Z,1,,,2,,,,1,,,,,,,7,,,,,,,,2,4,17,9,63,,,1,,,,,,,,,,,21,,,,,,,,2,1,,,,,,2,,,2,,,,,,,13,,,,,1,,5,,6,,,2,,,,,,15,,,,,,,,,,,2,4,32,,,,2,,,2,,
3-THM001.40,THM1784,4/15/2011,2011-04-15T10:00:00Z,1,1,,,,,19,,,,,,4,,,,,,1,,3,,,,6,2,73,,,1,,,,,,3,1,,,,3,,,,,,,1,1,1,,3,,3,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,11,,,,,,5,,,,,,,24,,17,,,,,4,,1
3-GRT001.70,GRT1771,4/15/2011,2011-04-15T14:30:00Z,1,,,,,,8,,,,,,,,,,,,,,,,,,10,22,93,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,1,,1,9,,,2,,,,1,4,1,,,,,,,2,,,,,,,,,,,,,3,,,,3,,,3,,,7,,9,,,,,,,1
4AXSP001.93,XSP4352,4/19/2011,2011-04-19T11:00:00Z,1,,,,,,,3,,,,,,,2,1,,,,,,2,,,1,,68,,,,,1,,1,,,2,3,,7,32,1,,1,,3,13,,,5,,1,,,,,,2,,,3,,,,,3,,,,,1,,1,10,10,,2,,4,,,,,,3,4,,,1,,,,,,5,,2,,,,,,,1,,
4ACNT022.05,CNT2136,4/20/2011,2011-04-20T15:00:00Z,1,7,,3,,,,,,,,,,,2,,,,,,,1,,,8,,51,,,,,,,,,,2,,,1,68,14,,2,,1,,,,,,,1,1,,,,,1,,,,,,,12,1,,,,1,,,3,5,,,,,,,,,,2,3,,,,,5,,1,1,,,20,4,,,,,,,,
1BBGR004.08,BGR1690,4/20/2011,2011-04-20T10:45:00Z,1,,,1,,,7,,,,,,,,,1,,,,,,,,,1,,31,16,,,,,1,,2,,,,,15,18,13,,1,,,,,,2,,1,,,,,,,4,,2,,5,,,,,,,,2,,,,,,,,,3,,,,,,,,,,27,,2,,,5,,1,1,17,5,,,,,,
4BBIR002.57,BIR2216,4/20/2011,2011-04-20T11:00:00Z,1,,,1,,,3,,,,,,,,20,13,,,,,,,,,,,23,,,,,3,2,3,,,,1,,10,51,10,,,,,,,,2,1,,,,,1,,,4,,1,,,,,1,,,,,,,,,2,,2,,,4,,,,,3,,1,1,,,,,,3,,,2,,,,,8,,,,
4ADEV000.64,DEV1552,4/20/2011,2011-04-20T11:20:00Z,1,,,,,,6,1,,,1,,1,,5,,,,,,,2,,,1,,91,,,,1,,,,,,1,,1,,,,,,,2,,4,,2,,1,,,,,,,,,,3,,,,16,,,,,1,,3,1,4,,1,1,2,,,,,10,,1,,,,,6,,,,,,15,2,2,,,,,2,,
2AMLC000.84,MLC1744,4/21/2011,2011-04-21T09:15:00Z,1,8,,,,,,,,,2,,,,33,3,,,,5,,,,,3,1,34,,,,,,,,,,,1,,,41,3,,,,,,,1,,3,,,,6,,1,,3,,2,,,,,8,,,1,,,,,8,,,,,1,1,,2,,,1,6,,,8,2,,,,,,,5,,6,,,,,,,
1BPNE001.60,PNE1732,4/25/2011,2011-04-25T10:30:00Z,1,3,,,,,12,,,,,,1,,,,,,,,,,,,,,131,,,,,,,,,,,,1,,,13,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,13,,,,,,,,,,,2,,,,4,,,7,,3,,,,,,,
6BCRC000.20,CRC1844,4/26/2011,2011-04-26T12:05:00Z,1,4,,4,,,1,,,,3,,,,,4,,,,,,1,,1,,,70,,,,,,14,1,,,,,,15,9,,1,,,,,,,,,1,,,,,,,3,1,1,,2,,,4,,,2,,,,,1,,,3,,,1,,,,15,,,,,,,9,2,,,,,3,1,,3,,,,,,
6ABLC002.30,BLC1852,4/27/2011,2011-04-27T11:30:00Z,1,,,,,,,,,,3,,,,4,30,,,,,,1,,10,11,,33,,,,,,,,,2,,,4,,,,,,,1,,,10,,,,,4,,,,,,,,,1,1,,,,,52,,1,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1
9-PTY001.72,PTY2769,5/2/2011,2011-05-02T13:15:00Z,1,7,,2,,,25,,,,,,,,4,,,,,,,,,,,,23,25,,,,,2,,,,,1,1,7,20,,11,,,,3,,,1,,,,,,,,,4,2,3,2,1,3,,,,,,,,,,,1,,,,,,,,,,6,,,,,9,2,,,2,2,,23,,,,,,,1,3,
2-TTC001.14,TTC2191,5/2/2011,2011-05-02T10:20:00Z,1,4,,,,,12,,,,1,,,,4,2,,,,,,,,,5,,55,,,,,1,,6,,,,,,3,4,22,,1,,,,,,1,,,,2,,,,2,,,,,,,2,8,,,,,1,,,3,7,,1,,6,1,,,,,8,,,,,,10,,,1,18,,20,2,,,1,,,,,
