StationID,Collection Date,BenSampID,Collection DateTime,RepNum,Acentrella,Acerpenna,Acroneuria,Allocapnia,Amphinemura,Anchytarsus,Ancylidae,Ancyronyx variegatus,Antocha,Argia,Asellidae,Atherix,Baetidae,Baetis,Bezzia,Bezzia/Palpomyia,Boyeria,Brachycentrus,Caenis,Calopteryx,Cambaridae,Capniidae,Ceratopsyche,Cheumatopsyche,Chimarra,Chironomidae,Cinygmula,Corbicula,Corydalus,Crangonyctidae,Dicranota,Diplectrona,Dolophilodes,Drunella,Dubiraphia,Eccoptura xanthenes,Ectopria,Elmidae,Epeorus,Ephemerella,Ephemerellidae,Eurylophella,Glossosoma,Gomphidae,Haploperla,Helichus,Hemerodromia,Heptageniidae,Heterocloeon,Hexatoma,Hydracarina,Hydrobiidae,Hydropsyche,Hydropsyche/Ceratopsyche,Hydropsychidae,Hydroptila,Isonychia,Isoperla,Lepidostoma,Leptophlebiidae,Leucrocuta,Leuctra,Lumbriculidae,Lype diversa,Maccaffertium,Macronychus glabratus,Microcylloepus,Naididae,Neophylax,Nigronia,Oecetis,Oligochaeta,Optioservus,Oulimnius,Paragnetina,Paraleptophlebia,Perlesta,Perlidae,Perlodidae,Physidae,Pisidiidae,Planorbidae,Plauditus,Plecoptera,Pleuroceridae,Polycentropus,Probezzia,Promoresia,Prosimulium,Psephenus,Pseudocloeon,Pteronarcys,Rhyacophila,Serratella,Simuliidae,Simulium,Stenacron,Stenelmis,Sweltsa,Taeniopteryx,Tallaperla,Teloganopsis deficiens,Tipula,Triaenodes,Trichoptera,Tricladida,Yugus,Zapada,Zealeuctra,Zygoptera
4ASDE002.65,4/5/2010,SDE1113,2010-04-05T11:20:00Z,1,,1,,,11,,,1,,,,,2,,,,,,,,,,,,,59,,,,,,,,,,1,,,,5,3,15,,,,1,,,1,,,,,,,,1,,,,,,,,1,,,,,1,,2,,,,,,,1,,,,42,,,,,,,,,,,,,59,,,,,,,,,,,,,,
2-BUF026.43,4/6/2010,BUF704,2010-04-06T11:00:00Z,1,7,,,1,3,,,,,,,,,,,,,,,,,,9,10,1,12,,,2,,,,1,6,,,,,3,110,3,1,,,,,1,3,,,3,,,,1,,2,1,,,,,,,6,,,,,1,1,4,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,
2-CAT028.98,4/7/2010,CAT638,2010-04-07T14:45:00Z,1,2,,,,4,,,,1,,,,,,,,,,,,,,,1,1,14,,1,1,,,,,,,,2,,,59,3,,,,,,1,,,,,,10,,1,,2,39,,,,,,,10,,2,,,1,,,,,,,,,,,,,,,6,,,,1,3,,,,,,26,,16,,,,,,,,,,,,
4ARNF015.22,4/7/2010,RNF1245,2010-04-07T10:00:00Z,1,,,,,4,,,,1,,,,,1,,,,,,,,,,4,,14,,,,,,,,,,,,,,69,9,,,,,,1,,,,,,1,,,,3,,,,,,2,,6,,2,,,,,,1,1,,,,,1,,,,,2,4,,,,1,1,,,,2,,30,,52,,,,,,,,,,,,
5AASM018.61,4/7/2010,ASM1118,2010-04-07T11:30:00Z,1,,,,,,,,,,,156,,,,,,,,,,,,,,,9,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
5AXBL000.80,4/7/2010,XBL629,2010-04-07T10:05:00Z,1,,,,,3,2,,4,,1,2,,1,,1,,,,1,2,2,,,3,,102,,,,,,,,,,,,,,3,1,8,,1,,1,,,,,,,1,,,,,2,1,,,,,,4,,,,,2,,40,,4,,1,,1,,,,,,,,,,,,,,,,,,3,,2,,,,,1,,,,,,,
5AXBL001.18,4/7/2010,XBL630,2010-04-07T11:05:00Z,1,,,,,21,,,1,,,,,1,,,,1,,,2,,,,6,,40,,,,,,,,,,8,,,,21,,3,,,6,,2,,,,,,,,,,,7,,,,3,,,2,1,1,,,,,1,,4,,,,7,,,,,32,,,,,,,,,,,,,14,,1,,,,,3,,,,,,,
2BWTN007.39,4/8/2010,WTN612,2010-04-08T12:45:00Z,1,,,,,20,,,,,,1,,4,,1,,,,,,,,,1,,55,,,,,,,,,,,,3,,32,2,,,1,,,,1,,2,,,,,,,,,,1,,1,,,4,,,,,,,4,,25,,4,,,,,,,21,,,,,,,1,,,,,,13,,,1,1,,,1,,,,,,,
5ARDC001.51,4/8/2010,RDC1124,2010-04-08T12:00:00Z,1,28,,,,6,,,3,,1,,,8,,,,,,11,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,1,,,,,,,,5,2,,,,,1,2,,,,,4,,,,3,1,19,,,,,,,,,,,1,,49,1,,,1,,,,,,,,,,
1AXLR000.44,4/12/2010,XLR688,2010-04-12T13:00:00Z,1,,3,,,102,,,,,,,,,,,1,,,1,,4,,,1,,30,,,,1,,1,,,,2,,,,,,4,,1,,2,,,,2,,,,,,,,5,,2,,,1,,5,,,6,,3,,,,,,5,,,,,1,,,,,,,,,,,,,,,,10,,,,,,2,,,,,,,
4AXVN001.55,4/12/2010,XVN1108,2010-04-12T12:30:00Z,1,,,,,61,1,,,,,,,1,,,,,,,,,,,2,,56,,,,,,,,,4,1,,1,,11,1,5,,,,1,,1,,,,,,1,,,1,1,3,2,,,,2,1,,,,,,,1,,,,,,1,,,,,10,,5,,,,,,,,,2,,21,,,,,,,1,1,,,,,,
5AROW007.62,4/12/2010,ROW1146,2010-04-12T11:30:00Z,1,12,,,,,,,,,,71,,,,,,,,,,,,,,,15,,,,14,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,3,,,,,2,,,,,,,,,8,,,1,2,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,
4ACEC001.24,4/14/2010,CEC639,2010-04-14T11:00:00Z,1,1,,2,,43,,,,,,,,,2,,,,,,,,1,,,,21,,,,,,1,1,,,,,,9,94,2,,,,,,,2,,,,,,,,,,1,,,,,,,6,,,,,,,,1,2,,,,,1,,,,,2,1,,,,,4,,,5,,,6,,1,1,,2,,,,,,,,,
8-NAR027.32,4/14/2010,NAR1152,2010-04-14T11:20:00Z,1,1,,,,14,,,,,1,,,1,,,,,6,1,,,1,,2,3,21,,1,,,,,,,3,,,,,,,,,,,,,3,,,,,5,,,,3,,,,1,,,,43,2,1,,,,6,1,,,,,14,,,,1,1,57,,,,,,,,3,,,,,10,,,,1,,,1,1,,,,,,
1AHOR005.48,4/15/2010,HOR687,2010-04-15T13:15:00Z,1,,,,,,,,,1,,,,,10,,,,,,,,,,6,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,25,,,,,1,,,,,,,
2-SFT019.15,4/15/2010,SFT1143,2010-04-15T11:00:00Z,1,,,,,,,,17,,1,1,,,,,,1,1,15,,,,,2,,118,,,,,,,,,5,,,,,,1,,,,,,,1,,,,5,,,,,,,,,,2,,,10,1,,22,,,2,1,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,
2-SFT025.32,4/15/2010,SFT1144,2010-04-15T12:15:00Z,1,,,,,,,,6,,1,1,,,,,19,,,34,,,,,2,,98,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,5,1,,16,,,1,1,,,,1,,,,,2,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,
5ALLD001.54,4/16/2010,LLD1111,2010-04-16T14:40:00Z,1,32,,,,6,,,1,,,,,7,1,,,,,10,,1,,,1,,13,,,,,,,,,,1,,,,15,,2,,1,,,,,,,,,,,,,3,,,,,,,1,1,9,,,,,1,,,,,,2,,,,,,7,2,,,,1,,,,,,,,79,1,,,,,,1,,,,,,,
1ACUB004.63,4/20/2010,CUB706,2010-04-20T11:00:00Z,1,,,,,,,,,,,,,,2,,,,,4,,,,,1,,90,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,42,,13,,,,,,,,16,,,,
4ASRE032.38,4/20/2010,SRE746,2010-04-20T13:00:00Z,1,3,,,,3,,,,4,,,,,6,,,,,,,,,,11,1,49,,,,,,,,,,,,4,,28,10,,,1,,,1,2,,,,,11,,,,,3,,,,,,,,1,,,,,,3,4,13,,,,,2,,,,,4,2,,,9,,,,,1,,,16,,,,,1,,,,,,,,,
5ACNY001.08,4/20/2010,CNY1123,2010-04-20T11:40:00Z,1,,,,,,,,,,,3,,,,,1,,,,,2,,,1,,88,,,,70,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,1,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,
5AFON025.64,4/20/2010,FON1122,2010-04-20T13:30:00Z,1,8,,,,,,,4,,,,,,,,5,,,33,,,,,,,43,,,,3,,,,,6,,,,,,,1,,,,,,,3,,2,21,,,,1,,,,,,,,,1,5,,,,,,6,,,,,12,,,1,3,1,4,,,1,,,,,3,,,,,,2,,,,,,,,,,,,,
6ASAT003.60,4/22/2010,SAT1103,2010-04-22T11:45:00Z,1,50,,,,2,,,,,,,,17,9,,,,,,,,,1,3,,34,,,1,,,,,,,,,8,,,,,,,,,5,,,,,,,,2,,7,,,,,,,,5,,,15,,,,2,,5,,,,,,,,,25,,,,,,,3,,,,1,,1,,,,,,,,,,,,,,
2-POL010.11,4/26/2010,POL631,2010-04-26T10:35:00Z,1,3,,,,,,,,,1,,,,2,,,,,,,,,,1,1,68,,1,,,,,,9,,,,5,,4,,2,,,,,1,,,,2,,,,,,,,,,,,,,1,,,,,,,5,2,2,,1,,,,,,,13,1,7,,,6,,1,,,,,1,14,,40,,,,,1,,1,,,,,
2-POL019.63,4/26/2010,POL730,2010-04-26T13:10:00Z,1,24,,1,,2,,,,3,,,,,,,,,,,,,,1,8,1,36,1,,1,,,,1,12,,,,2,5,28,,3,,2,,,1,1,,1,10,,,,,,2,1,,,,4,,,6,,,,,,,5,2,3,,,,1,,,,,13,,,,,,,3,,,1,4,,13,,1,,,,,,,1,,,,,
4AIVV002.00,4/26/2010,IVV1156,2010-04-26T11:30:00Z,1,15,,3,,,,,,,,,,,2,,,,,,,1,,,3,,26,,,,,2,,18,12,,,,2,13,35,,,,,,,,2,,,,,,,,,,1,,,,,2,,5,,,,,1,,,8,5,,,,,,,,,,2,2,,,1,,2,,1,3,2,,25,,,,,,,1,,,,,,,
1BSTH005.36,4/27/2010,STH759,2010-04-27T09:15:00Z,1,7,,1,,,,,,,1,,,2,3,,,,,2,,,,,,,121,,,,,,,,,,,,,,21,,,,,,,,3,1,,,,,,,,1,,,,,,,,1,,1,5,,,,,6,,,,,1,,,,,,,,,,,,9,,,,1,,8,,9,,,,,,,,,,,,
2-RHC000.58,4/27/2010,RHC1133,2010-04-27T11:00:00Z,1,,,,,,,,,2,,,,,8,,,,,,,,,,,,69,,,,,,,,,,,,,,,1,,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,1,8,,,,,1,,,,,,,,,,,,,,,,,,,117,,1,,1,,,1,,,,,,,
5BXAT000.30,4/28/2010,PBXATTRO3,2010-04-28T09:45:00Z,1,,,,,,,,,,,73,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-SNC008.04,4/28/2010,SNC1155,2010-04-28T14:00:00Z,1,24,,5,,6,,,,1,,,,1,,,,,,,,,,,26,,12,2,,,,,,32,11,,,,,14,3,,,,1,,,,,,7,,,8,,,,,2,,,,3,,,5,,,,,1,,,,,,17,,,2,,,,,2,,1,,,3,,,,2,11,,7,,,3,,,,,,,,,,,
2-GIM002.52,5/3/2010,GIM756,2010-05-03T10:00:00Z,1,32,,,,23,,,,,,,,11,10,,,,,,,,,,1,,15,38,,,,,,1,,,,,1,6,6,2,,,,,,,5,,,,,,,1,,,5,,14,,,,,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
9-SFK003.38,5/5/2010,SFK1077,2010-05-05T11:40:00Z,1,5,,,,2,,,,,,,,3,2,,,,,,,,,,1,,88,18,,,,,,13,3,,,,,,11,,,,,2,,,4,,,,,,,,,,3,,1,,,,,,,,,,,,,,1,,2,,,,,,,2,,,,,,,3,,,,,,3,,,,,,,,,,,,,,
2BBAA003.06,5/10/2010,BAA613,2010-05-10T13:45:00Z,1,,,,,15,8,,,,,,,2,6,,,,,,,1,,,6,,40,,,,,,3,,,,6,,1,,5,,,,5,,12,1,,,2,,,2,,22,,3,,,1,,3,,,11,,,,,1,,3,2,23,,5,,6,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
6CSFH082.78,5/10/2010,SFH1105,2010-05-10T13:45:00Z,1,16,,,,,,,,2,,,,3,19,,,,42,,,1,1,3,2,,26,,,,,,,,1,,,,,2,2,,,,,,,1,,,,,,4,,2,,3,,,,,,,,,,,1,,,,,17,,,3,1,,,,,,,,3,,,,,4,,,1,15,,14,,15,,,,,,,,,,,,
6CSFH099.18,5/10/2010,SFH1107,2010-05-10T11:00:00Z,1,28,,,,2,,,,1,,,,3,11,,,,2,,,1,23,1,,,16,,,,,,,2,7,,,,,9,1,2,,,,,,1,6,,,2,,1,,,,4,,,2,,,,,4,,,,,,,,32,3,,3,,,,,,,,,,3,,,,13,,,,3,,13,2,2,,,,,1,,1,,1,,,
6BMTN003.94,5/11/2010,MTN1082,2010-05-11T10:45:00Z,1,21,,,,,,,,,,,,5,7,,,,,,,,,,1,,29,,,,,,,,,,,1,,1,,2,,6,1,,,1,4,,,,,,,1,,,,,,,,,,7,,,1,1,3,,,24,,,,,,,,,,4,,15,,,,,20,,,,5,,16,1,9,,,,,,,,,,,,
2DWDY005.35,5/12/2010,WDY1120,2010-05-12T11:30:00Z,1,6,,,,2,,,,,1,,,3,,,,,,,,2,,,,,93,,,,,,,,,1,,,,,3,,1,,,,1,,,,,,,,,,,3,,,,,,,,14,1,1,,,1,,,,,,,6,2,,,2,,18,,,,,,,,7,,,16,,9,,,,,,,,,,,,,,
2-JKS076.16,5/12/2010,JKS754,2010-05-12T11:00:00Z,1,12,,4,,,,,,,,,,2,3,,,,,,,,,,12,3,39,,,,,,,,8,,,,,3,8,7,,,,,,2,4,,,2,,2,,,,3,,,,2,,,,9,,,,,,,,21,,,,,,,,,,,,3,,,,,6,,,,13,,4,1,15,,,,,,,,,,,,
8-RDB003.36,5/12/2010,RDB695,2010-05-12T12:15:00Z,1,,,,,,1,,,,,,,,,,,,,1,,2,,,3,,2,,,,,,1,,,,,,,,2,,2,,,,,,,,,,,,,,,109,11,,,,,,,1,,,,,,,,1,,,2,30,,,,5,,5,,,,,,,,,,,,,,,1,,,,,1,,,,,,,
2BXAC000.38,5/13/2010,XAC614,2010-05-13T11:10:00Z,1,,,,,4,,,,,,,,1,,2,,,,,,,,,,,102,,,,1,,5,3,,,,,,,5,,,,,,,,1,,2,,,,,,,,4,1,2,,33,,,1,,,,,,,1,,3,,7,,1,4,,,,1,,,,,,,,,,3,,,,,2,,,5,,,,,,,,,
4AWLF001.20,5/13/2010,WLF,2010-05-13T11:45:00Z,1,18,,1,,,,,,,,,,1,7,,,,,,,,,,9,,58,,,,,,3,,,,1,,,,2,,,,,,,1,1,,,,,8,,,,27,1,,,,,,,1,,,,,,,,5,1,,,,1,,,,,,,,,1,,,,,,,3,,57,,,,,,,1,,,,,,,
7-TAY003.11,5/13/2010,TAYTRO23,2010-05-13T09:55:00Z,1,,,,,,,1,,,2,1,,,,,,1,,,6,2,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,11,,,,,,,,2,24,29,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
7-TLR000.75,5/13/2010,TLRTRO23,2010-05-13T09:00:00Z,1,,,,,,,,1,,,,,,,,,,,,,,,,3,,107,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,9,,,,,,,,12,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-ISL003.05,5/13/2010,ISL1106,2010-05-13T10:45:00Z,1,1,,,,,,,,,,,,3,27,,,,,,,,,,,,61,,,,,,1,4,,,,,3,4,2,,,,,,,,1,10,,,,,,,,,,,5,,10,,,3,,,17,,,,,2,1,,,,,,,,,,,,,,,,,,,,13,,,,4,,1,,,,,,,1,,,
1BBRY005.09,5/17/2010,BRY761,2010-05-17T09:00:00Z,1,16,,4,,4,,,,1,,,,4,,,,,,,,,,,2,,28,,,,,,,,3,,,,,4,21,2,,,,,,,3,,,,,1,,,,6,2,,,,18,1,,,,,,,,,,,1,,5,,2,,,,,1,,,,1,,,,,,4,16,,15,,,,1,,,,,,,,,,
2-NOR003.28,5/18/2010,NOR615,2010-05-18T11:20:00Z,1,,,,,2,,,,7,,,,,8,1,,,,1,,,,,92,,50,,,,1,,1,,,,2,,,,,,3,,,,,,,,,,,9,,7,,1,,,,,,,,2,,,,,,,17,,,,,4,,,,,,2,,,,,,,,,,,,,1,,1,,,,,3,,,,,,,
2-NOR003.59,5/18/2010,NOR616,2010-05-18T12:50:00Z,1,,,,,,,,1,1,,1,,,,2,,,,,,,,,3,,184,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,1,,,,,2,,2,,,2,,,,,,1,4,1,,,,,,,,,,5,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
3-GIN002.64,5/19/2010,GIN707,2010-05-19T12:00:00Z,1,,,,,,,,16,,4,11,,,,,,2,,,2,2,,,,,75,,,,1,,,,,4,,,,,,,2,,,,7,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,13,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
4AXVK001.44,5/19/2010,XVK1110,2010-05-19T13:30:00Z,1,,1,,,,,,,,,2,,,,,,,,,,,,,,,153,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,
2-EFK001.55,5/24/2010,EFK1121,2010-05-24T12:15:00Z,1,,,,,7,1,,,,,,,,1,,,,,,,,,,16,,43,,,,,3,,,,,3,,,,4,,,,1,,2,,2,,1,1,,,,4,,1,,,5,,2,,,4,,,,,,,,5,40,,6,23,,,,2,,5,,,,,,,3,,,2,,,2,,4,,,,,1,,,,,,,
3-XHQ000.35,5/24/2010,XHQ692,2010-05-24T12:00:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ACNT003.84,5/25/2010,CNT1242,2010-05-25T10:30:00Z,1,2,,,,,,,1,,1,,,4,,,,,3,42,,,,,14,,38,,,,,,,,,15,,,,,,2,2,,,,2,,2,2,,,,,,4,,2,,,1,,,,,2,2,1,,,1,,1,3,1,,,2,,,,1,,,,1,,,1,,1,,,,3,,1,4,,,,,,2,,1,,,,,
5ABMS000.80,5/25/2010,PBBMSTRO1,2010-05-25T10:15:00Z,1,,,,,,,8,,,,13,,,,,,,,,,,,,,,69,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5AGHB002.52,5/25/2010,GHBTRO1A,2010-05-25T13:30:00Z,1,,,,,,,,,,,12,,,,,,,,,,,,,,,59,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
5ANMR029.33,5/26/2010,NMR617,2010-05-26T11:00:00Z,1,,,,,1,,,,3,,,,,1,,,,,23,,,,1,29,6,54,,,,,,,,,,,,,,,,,,2,,,,4,,,,,,,17,,10,,,,,6,,,3,,,,,,,3,1,3,,1,10,2,,,,,7,,,,,,,,,,,,1,12,,,,,,,,,,,,,,
8-MHX000.27,5/26/2010,MHX1115,2010-05-26T10:30:00Z,1,,,,,1,,,6,,,,,5,,,2,,,2,,,,,18,,129,,,,,,,,,,,,,,,,,,,,,1,1,3,,,,2,,,,,,,,,,,,1,4,1,,,,,,,,,,3,,,,,,3,,,,,,,,8,,,,,24,,1,,,,,,,,,,,,
2-RKI003.40,5/27/2010,RKI618,2010-05-27T11:30:00Z,1,1,,2,,,,,,1,,,,5,3,,,,,,,,,3,1,1,37,,,1,,4,1,,,,,,,1,1,1,,,,,,,7,,1,,,1,18,,1,11,,,3,1,10,,,12,,,,2,,,6,4,2,,1,4,5,,,,,27,,,1,,3,,,,,,5,,3,,5,,,,,,,,,,,,
6CSGT000.39,6/1/2010,SGT1078,2010-06-01T13:45:00Z,1,4,,,3,2,,,,,,,,4,16,,,,,,,,12,2,,,14,,,,,3,,18,1,,,,4,8,2,,,,,1,,,14,,20,,,,,3,,1,1,,13,1,,,,,,,,,1,,3,,8,,4,1,,,,,,,,,,,,,5,,,,16,,1,,1,,,,,2,,1,,,,,
6CWLC000.79,6/1/2010,WLC1074,2010-06-01T15:10:00Z,1,12,,2,3,,,,,,,,,4,14,,,,,,,,11,1,1,,13,,,,,,,15,2,,,,1,11,1,,,,3,,,,7,,,,,,,2,,4,,,11,,,,,2,,,,,,,1,1,,1,23,,3,,,,,,,,,,1,,17,,,1,10,1,,,1,,,,,1,,,,,,,
4AXNA001.18,6/2/2010,XNA1243,2010-06-02T10:00:00Z,1,,,,,,,,,2,,,,,12,,,,,,,,,,83,10,26,,,,,,,,,,,,,1,,,,4,2,,,,,,,1,,21,,2,,10,,,,,,,,6,,,,,2,,1,3,2,,,,,,,,,,4,,,,,,,,,,,,4,1,1,,,,,1,,,,,,,
6BCRC002.17,6/2/2010,CRC1075,2010-06-02T12:30:00Z,1,1,,,2,4,,,,,,,,4,7,,,,,,,,9,,,,14,,,,,1,4,50,1,,,,2,17,1,1,,,,,,,25,,,,,,,,,2,,,3,,3,,,,,,,,,,,,4,,1,,,1,,,,,4,,1,,,,,,5,5,,,5,,,,,,,1,,1,,3,,,
8-PMK092.12,6/3/2010,PMK1117,2010-06-03T13:00:00Z,1,,,,,,,,5,,,,,,7,,1,,29,4,,,,,21,2,28,,,,,,,,,3,,,,,,,,,,,,,2,,,,,34,,4,2,2,,,,,,,,13,6,4,,,,2,,,,,,7,1,,,,,,,,,1,1,,,3,1,,,,,,24,,,,,,1,,,,,,
9-RDC049.82,6/3/2010,RDC1076,2010-06-03T13:53:00Z,1,,15,,,,,,,,,,,3,19,,,,,,,,,8,1,,36,2,,,,5,,,,,,,1,,2,,,,1,1,,,2,,,,,,,11,,,2,,1,,37,,,2,,,,,,,,3,2,,5,,,,,,,10,,,,,,,2,,,,,,38,,2,,,3,,,,,,,,,
5ANTW098.82,6/10/2010,NTW1153,2010-06-10T12:15:00Z,1,,,,,,,,1,,,,,,2,,,,6,,,,,,8,8,64,,,,,,,,,12,,,,,,,,,,,1,,6,,,1,1,3,,,,,,3,,,,,,17,2,,,,,,,,,,,,1,,,,,3,,4,,,,,,3,2,,5,,5,,29,,,,,,,,,,,,
8-MAR008.23,6/15/2010,MAR694,2010-06-15T12:00:00Z,1,,,,,,,,1,,,,,,1,,,3,59,,1,,,,5,,25,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,1,,,22,,,,,,,,22,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,
8-SAR021.22,6/17/2010,SAR1151,2010-06-17T12:00:00Z,1,2,,3,,,,,,3,,,,,16,,,,41,,,,,,15,2,19,,,,,,,,,4,,,,,,,,,,,,,4,11,,2,23,15,,1,3,6,,9,,1,,,,8,1,2,,,,2,,,1,,,,,,,,1,,,1,,,,,,,,,5,,5,,2,,,,,,,,,,,,
2-CAT028.98,9/1/2010,CAT1641,2010-09-01T11:00:00Z,1,,,,,,,1,,1,,,,6,,,,,,20,,,,,,1,39,,10,1,,,,,,2,,2,,,,,1,,,,,1,,,,,,6,,1,,2,,,,,,,,24,,3,,,3,,2,10,,,,,2,,,1,,,,5,,,2,,9,,,2,,,,,41,,,,,,,,,,,,
2-GIL000.42,9/1/2010,GIL726,2010-09-01T14:00:00Z,1,,,,,,,,,,,,,1,,,,,,,,,,,,4,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,
8-RDB003.36,9/2/2010,RDB1336,2010-09-02T11:00:00Z,1,,,,,,,7,3,,3,,,,,,,,,8,,1,,,,,30,,,,,,,,,47,,,1,,,,,,,,,,,,,12,,,,,3,,,,,,,1,,3,1,,,,1,2,,,,,,,,,9,10,19,,,,,,,,,,,,,,,6,,,,,,,,,2,,,,
4AIVV002.00,9/8/2010,IVV1654,2010-09-08T12:00:00Z,1,,,5,,,,,,,,,,1,1,,,,,,,,,,31,,18,,,,,4,1,5,1,,,,,1,,,1,,1,,,1,2,1,3,,,2,,,,2,,,5,,2,1,3,1,,,,,5,,1,61,5,,,,10,,,,,,,1,,,,,10,,1,3,,,9,,,,,,,,,,,,,,
4ACNT003.84,9/9/2010,CNT1475,2010-09-09T10:45:00Z,1,1,,,,,,,5,,,,1,,2,,,,4,1,,1,,,44,11,14,,5,5,,,,,,1,,,,4,,,,,1,,,,3,,,1,,5,,4,,21,,,,,,6,,11,17,,,,,,1,10,,,,,,,,,,1,,6,,,,,1,2,,,,,13,1,,,,,,1,2,,,,,,
5ANMR007.90,9/9/2010,NMR1412,2010-09-09T12:20:00Z,1,,,1,,,,4,1,,3,,,,,,,,1,2,,,,,1,,107,,5,,,,,,,28,,1,,,,,,,2,,4,,3,,,15,,,,,,1,,,,,,,,4,4,,,,,5,4,1,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,
2-JKS076.16,9/14/2010,JKS1344,2010-09-14T10:00:00Z,1,2,,,,,,,,,,,2,4,5,,,,,10,,,,,13,7,15,,,,,,,,,,,,3,,,4,,,,,,,4,,,,,,16,4,,16,,,,4,,1,,11,,,,,,,,19,,,,,,,,,,,,8,,,,,4,,,4,14,,1,,12,,,,,,,,,,,,
4ARNF015.22,9/15/2010,RNF1673,2010-09-15T09:00:00Z,1,,,,,,,1,,,,,1,1,7,,,,,2,,,,,2,,4,,1,,,,,,,,,,21,,,2,,,,,,,12,,,,,5,,2,,8,,,,1,1,,,22,,,,,,,6,20,,,,,,,,,,,,4,,,2,,15,,,,,,6,,53,,,,,,,,2,,,,
8-NAR027.32,9/15/2010,NAR1661,2010-09-15T11:10:00Z,1,,4,,,,,,4,,5,,,,,,2,,2,,,,,,3,2,31,,,1,,,,,,1,,,,,,,,,2,,,,6,,,,,8,,8,3,,,,,,,,,14,13,3,,,,8,8,,,1,,,,,,,2,1,,,,,,,,21,,,,,5,,3,,,,,,1,,1,,,,
8-SAR021.22,9/15/2010,SAR1527,2010-09-15T09:50:00Z,1,1,5,,,,,,,,,,,4,11,,,,1,,,,,,5,13,23,,,,,,,,,,,,,,,1,,,,,,1,11,9,,,8,11,,1,,1,,,,,,,,6,1,3,,,,2,2,,,,,,,,1,1,,10,,,,,1,,,,,,,,68,,6,,,,,,,,,,,,
2-CRG074.32,9/16/2010,CRG1522,2010-09-16T10:15:00Z,1,,3,1,,,,3,,,1,,,2,,,,1,,,,1,,,18,12,13,,,,,,,,,5,,,1,,,5,,,5,1,,,4,,1,1,,,,1,,1,,,58,,,,,3,,,,,5,,,,,,42,,4,,,,,,,,,,,,6,,,,,,,3,1,,,,,,,1,,,,,
